genom
1
2
3
4
5
6
7
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
2
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
6
7
3
3
3
3
6
3
3
3
3
6
7
6
3
3
3
6
6
3
3
3
3
7
3
7
3
3
3
3
3
3
6
3
3
3
3
3
3
7
7
3
3
3
3
3
3
7
6
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
7
6
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
5
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
1
3
3
3
3
3
3
3
7
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
7
3
3
3
6
3
3
3
3
3
3
7
3
3
3
6
3
3
3
3
3
3
3
3
3
1
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
3
3
6
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
7
6
5
3
6
3
3
3
7
3
3
3
6
6
1
3
3
3
3
7
3
7
3
6
3
3
3
6
7
7
7
6
3
3
6
6
3
3
7
7
7
7
7
7
6
6
3
3
3
3
6
7
7
3
7
7
7
3
6
6
3
3
6
3
3
3
7
3
3
7
7
3
3
6
6
6
6
3
3
3
7
7
6
7
3
3
3
6
6
3
3
3
7
3
6
3
3
3
3
3
3
6
6
6
7
3
7
7
7
3
3
3
6
6
6
3
7
3
3
3
3
3
3
3
3
6
6
6
7
3
3
3
3
3
3
3
3
6
6
6
7
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
5
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
7
7
3
3
3
3
3
3
3
3
7
7
3
3
6
3
3
3
3
3
5
3
3
3
3
7
3
3
3
3
3
7
7
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
7
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
7
3
3
3
3
3
3
6
3
3
3
7
3
3
6
3
3
3
3
3
3
3
3
6
6
3
6
6
3
3
3
3
3
3
6
6
6
6
6
3
3
3
3
3
6
6
6
6
6
6
3
3
3
3
3
6
6
6
6
6
6
6
3
3
3
6
6
7
6
6
6
6
3
3
3
3
6
6
3
6
6
6
6
6
6
3
3
5
6
6
3
3
3
3
6
6
3
3
3
3
3
6
3
3
6
6
3
3
3
3
3
6
6
3
3
4
6
3
3
3
3
3
6
3
3
3
6
3
3
3
3
3
6
6
6
3
7
3
6
6
3
3
3
3
3
6
3
3
3
6
6
6
3
3
3
3
6
6
6
3
3
6
6
6
3
3
3
3
6
6
3
3
3
6
6
3
3
3
3
3
3
6
6
3
4
6
6
3
3
3
3
3
3
6
6
7
6
6
6
3
3
3
3
3
6
6
7
3
6
6
3
3
3
3
7
3
6
6
3
6
6
6
3
7
3
3
6
6
1
3
6
3
3
3
3
1
6
6
6
6
3
3
3
3
3
3
7
3
6
5
6
6
3
3
3
3
3
3
3
6
6
6
6
3
3
3
3
3
3
7
3
6
6
6
3
3
3
3
3
7
3
7
6
6
3
3
3
3
3
3
7
6
3
3
3
7
3
3
3
3
3
3
